row_index,original_lang,original_script,original_sentence,generated_first_n_tokens_sentence,detected_lang,detected_script,is_english
8,sag,Latn,"Na ndâ ti ngü 2017, Siminoff aga na yâ ti kua singa na ndô tènè ti kango yé na dä singalè ti QVC.","Na ndâ ti ngü 2017, Siminoff aga na yâ ti",tgl,UNKNOWN,False
9,sag,Latn,"Ndôkua ti Ring a zia nga â mbéni kusala ti ndia nga na kota ndôkua ti sédouti, Ndôkua ti ADT Corporation.",Ndôkua ti Ring a zia nga â mbéni kusala ti ndia,swa,UNKNOWN,False
10,sag,Latn,"Na ngoye ti tärängö â yoro ti surungo ndô ti maboko ti â zo teti kobela ti Ebola, ti si na ngoye sô, adé a fa so mbéni yoro ndé alingbi ti kanga légé biaku na â sioni kobela sô a yéké dä pèpè.",Na ngoye ti tärängö â yoro ti surungo ndô ti maboko,fin,UNKNOWN,False
11,sag,Latn,"Mbéni samba ti anticorps, ZMapp, afa sô alingbi ti mu maboko na â zo, mais â kozô gingo ndâ ti â yé a fa sô ngangu ti lo a yeke gî kété na kängängö légé na zo ti kwi.","La phrase que vous avez fournie semble être en créole ou dans une langue similaire, probablement",fra,UNKNOWN,False
12,sag,Latn,"Na häkängö ni na yâ ti maboko ti â zo, ZMapp a mü légé ti bèmbe ndo, sô a yé ti tènè â wagingô ndâ ti yé a sala kusala na ni tongana mbéni täpandë, ahon ti â tanga ti â mbéni ota ni sô.","Translation: In the midst of the crisis, ZMapp has shown promise as a treatment, as",eng,UNKNOWN,True
13,sag,Latn,Bungbi ti â zo ti Gymnastique ti kodro ti Amerika a mü maboko na mbéti ti boungbi ti bango ndö na ndô ti boungbi ti gymnastique ti Amerika na ala yéda na tènè ti â boungbi ti â zo ti kota nguia ti â wanguru ti sala kusala teti nzoni ndö ti nguia ti â wanguru ti i kwè.,"Il semble que vous ayez écrit en créole haïtien, et votre phrase peut se",fra,UNKNOWN,False
14,sag,Latn,"I yéda na tènè ti bungbi ti USOC sô tènè yé ti nzoni ti â wanguru ti i â bungbi ti ala, nga na â nguia ti â wanguru ti ala, alingbi ti mü maboko na i na légé ti â nzoni gbiango â yé ti nzoni na yâ ti â boungbi na â ndôkua, a hon ti bubango â yé.","The text you provided seems to be in a creole language, possibly a variation of Haitian Creole,",eng,UNKNOWN,True
15,sag,Latn,"Bungbi ti Gymnastique ti kodro ti Amerika a mü maboko na nzoni gingo ndâ ti â yé ti fâ ndâ ti tènè polele na ndô ti zo sô a sigigi na yâ ti yé ti ngangu, pakara Larry Nassar a sara si zo ôko a gbu lo pèpè na si lo gué da ti gbian yâ ti â yé mingi.",L'histoire que vous décrivez met en lumière un scandale majeur dans le monde de la gymnastique,fra,UNKNOWN,False
16,sag,Latn,Bungbi ti Gymnastique ti kodro ti Amerika nga na ti USOC a yeke na bango ndö ôko —Sala si nguia ti â wanguru ti gymnastique aga nzoni teti â wanguru kwè si ala lingbi ti sala â yé ti nzoni na légé ti kusala ti ala ti â wanguru nga na ti sala â nguia ti â wanguru na â ndö sô a yéké nzoni.,La phrase que vous avez fournie semble être une traduction ou une interprétation en créole ou dans,fra,UNKNOWN,False
17,sag,Latn,"Na yâ ti â ngu 1960, Brzezinski a sala kusala na John F Kennedy tongana zo ti mungo ouango na lo nga na ndôkua ti Lyndon B.","Na yâ ti â ngu 1960, Zbigniew Brzezinski, na'e k",pol,UNKNOWN,False
18,sag,Latn,"Na ngoye ti â déngo gaba ngu 1976, lo mü ouango na Carter na ndö ti â ngobo ti kusala na kodro wandé, nga lo sala kusala tongana Wa mungo Ouango teti Sédouti na yâ ti Kodro na (NASA) ti londo na ngü 1977 ti si na 1981, na péko ti Henry Kissinger.","Na ngoye ti â déngo gaba ngu 1976, lo mü ou",tgl,UNKNOWN,False
19,sag,Latn,"Tongana Wa Moungo Ouango teti Sédouti na yâ ti kodro, lo sala kusala maboko na maboko na Carter na ndô tènè ti â kpalé ti dunia mobimba, tongana Mama tènè ti Kando ti David, na ngü 1978; na lèkèrèngo tènè na popo ti Sésé ti Amerika na sésé ti Chine na ndâ ti ngü 1970, bira ti kodro ti Iran, sô a ga na kota nzara na ngü 1979; nga na mungo kodro tu Afganistan sô â zo ti kodro ti bungbi ti Soviétique a mü.","Tongana Wa Moungo Ouango teti Sédouti na yâ ti kodro,",tgl,UNKNOWN,False
20,sag,Latn,"Limo ti Ryan Gosling na Emma Stone, a wara â kota palata ti â nzörökö na â mölöngo kwè.","Tłumaczenie tego zdania z języka rumuńskiego na polski brzmi następująco:

",pol,UNKNOWN,False
21,sag,Latn,Gosling na Stone a wara â palata ti â pèndèrè zo ti sarango nguia ti ndara na yâ ti limo.,"The phrase you've provided appears to be in a creole language, possibly a mix of Italian and",eng,UNKNOWN,True
22,sag,Latn,"Â mbéni â palata ni a yeke ti Nzoni Talato, Mokonzi ti sarango limo, Wa Sarango limo, Zo ti lèkèrèngo bongo ti â zo ti sarango nguia ti ndara na yâ ti limo, Wa sungo â limo, Sarango â kozô mbéti ti limo, Wâ lèkèrèngo ngere ti â masïni ti limo, Lèkèrèngo ngere ti â gô ti a zo na yâ ti limo, Gbiango yâ ti a gô ti a zo nga na sungo mbéti ti limo.","Le texte que vous avez partagé semble être en dialecte africain, probablement une langue congolaise comme le",fra,UNKNOWN,False
23,sag,Latn,"Â bia usè ti yâ ti limo ni, (The Fools Who Dreams) nga na City of Stars, a wara â palata ti â pèndèrè môzôkô. Dä ti lèkèrèngo â limo ti Lionsgate â wara â palata 26 — a hon â tanga ti â dä ti lèkèrèngo â limo.","The phrase you've provided seems to be a mix of languages, primarily Filipino (Tagalog) and",eng,UNKNOWN,True
24,sag,Latn,"Na lâ yénga sô a hon, gbia ti kodro sésé ti Amerika, pakara Donald Trump, na yâ ti mbéni mbéti sangö, a tènè sô â bungbi ti â turugu ti Amerika a yeke sigigi na kodro ti Syrie ti kiri na sésé ti Amerika.","A pare, text n'y semble pas être écrit dans une langue cohérente ou standard.",fra,UNKNOWN,False
0,san,Deva,"""अस्मत्समीपे केचन 4 मासवर्षिणः मधुमेहहीनाः मूषकाः सन्ति ये पूर्वं मधुमेहग्रस्ताः आसन्,"" सः पुनरवदत्।",यह एक हिंदी वाक्य है जिसका अर्थ,hin,UNKNOWN,False
1,san,Deva,"डा. इहद उर् महोदयः, यः हालिफैक्स, नोवा स्कोटिया इत्यत्र स्थितस्य डलहौसी विश्वविद्यालये प्राध्यापकः तथा च कैनेडियन मधुमेहसङ्घस्य विरुजालयस्य शास्त्रीयस्य विभागस्य च अध्यक्षः विद्यते, सावधानीकृतवान् यत् एतद् संशोधनम् अद्यापि प्राथमिकायाम् अवस्थायाम् एव वर्तते।","डा. इहद उर महोदय, जो हालिफैक्स",hin,UNKNOWN,False
2,san,Deva,एतेषां निष्कर्षाणां १ प्रकारमधुमेहग्रस्तैः सह कमपि सम्बन्धं नास्ति इत्यस्य आलोकनानन्तरं अन्ये निपुणाः इव सः अपि शङ्क्यते यत् मधुमेहं उपशामयितुं शक्यते वा |,इस पाठ का अनुवाद और अर्थ निकालन,hin,UNKNOWN,False
3,san,Deva,"सोमवासरे स्वीडिशविहारे साहित्यस्य कृते विद्यमानायाः नोबेलसमित्याः स्थायिनी मन्त्री साराडैनियसमहोदया स्वीडन इत्यत्र स्वेरिजेस इत्याख्यायाम् आकाशवाण्याम् एकस्मिन् कार्यक्रमे प्रकाशम् उद्घोषितवती यत् समितिः बॉबडायलनमहोदयेन सह प्रत्यक्षं 2016 वर्षे साहित्यक्षेत्रे दीयमानाय नोबेलपुरस्कारार्थं सम्पर्कं साधयितुम् अक्षमत्वात्, तं महोदयं प्राप्तुं यत्नाः त्यक्तवती।",सोमवार (मंगलवार) को स्वीड,hin,UNKNOWN,False
4,san,Deva,"डैनियसमहोदया उक्तवती, ""साम्प्रतं वयं किमपि न कुर्महे। अहं तस्य आन्तरसहकारिणं दूरवाण्या आहूतवती तं इ-सन्देशान् प्रेषितवती च। तथैव प्रीतियुक्तानि उत्तराणि च प्राप्तवती। साम्प्रतं इदमेव निश्चयेन अलम्।""",डैनियसमहोदया (Danish महोदया) ने कह,hin,UNKNOWN,False
5,san,Deva,"पूर्वं, रिंग् इत्यस्य मुख्यः कार्यकारी अधिकारी जैमीसिमिनोफ-महोदयः भाष्यं कृतवान् यत् यदा तस्य यानगृहस्य आपणात् द्वारघण्टिका न श्रूयमाना आसीत् तदा संस्था प्रारभ्यत।",यह पाठ हिंदी में एक औपचारिक और शा,hin,UNKNOWN,False
6,san,Deva,सः WiFi द्वारघण्टिकां निर्मितवान्। सः अवदत्।,आपके प्रश्न का उत्तर देने के ल,hin,UNKNOWN,False
7,san,Deva,"सिमिनोफमहोदयः उक्तवान् यत् शार्कटैङ्कमालिकायाः आलोचकैः अभिनवव्यवसायार्थं धनदाने व्ययिते 2013 वर्षे शार्कटैङ्कमालिकायाः कथाभागे, तस्य आगमनानन्तरं विपणनं वृद्धिं गतम्।","श्रीमान, शार्कटैङ्कमालि",nep,UNKNOWN,False
8,san,Deva,2017 वर्षस्य उत्तरार्धे सिमनोफमहोदयः दूरदर्शनस्य क्युव्हीसी इति विपणिवाहिन्यां प्रकटीभूतः।,"2017 वर्ष के उत्तरार्ध में, सि",hin,UNKNOWN,False
9,san,Deva,रिंग एडीटी कार्पोरेषन् सह स्पर्धित रक्षासंस्थायाः न्याय विवादस्य सन्धिं अकरोत्।,रिंग एडीटी कार्पोरेशन (Ring ADT Corporation,hin,UNKNOWN,False
10,san,Deva,यद्यपि एका प्रायोगिका सङ्क्रमनिवारिका इबोलाविषाणोः कारणात् भवन्तीं मर्त्यतां न्यूनीकर्तुं सक्षमा दृश्यते तथापि न कान्यपि औषधानि विद्यमानस्य सङ्क्रमणस्य उपचारार्थं सुयोग्यानि दृश्यन्ते।,हालांकि एक प्रयोगात्मक दृष्,hin,UNKNOWN,False
11,san,Deva,आरम्भे ZMapp नाम एकं प्रतिद्रव्यं एतस्मिन् क्षेत्रे आशां दर्शितवत् किन्तु औपचारिकम् अध्ययनम् असूचयत् यत् मृत्युरोधे तस्य लाभाः न्यूनाः सन्ति।,ZMapp एक प्रयोगात्मक उपचार है जो व,hin,UNKNOWN,False
12,san,Deva,PALM इति प्रयोगे. ZMapp नियन्त्रकरूपेण सेवितवत् यस्मात् कारणात् शास्त्रज्ञैः तद् समवस्थितकरूपेण उपयोजितं अन्यैः त्रिभिः उपचारैः सह तस्य तुलना कृता च।,PALM (Plasmid-based Antigen-specific T-cell Modulation) एक प,eng,UNKNOWN,True
13,san,Deva,अमरिकीबाहुव्यायामसङ्घटना अमरिकीओलिम्पिकसमित्याः पत्राय समर्थनं दत्तवती तथा च सर्वेषां क्रीडापटूणां कृते सुरक्षितं पर्यावरणं समुन्नन्तुं ओलिम्पिकपरिवारस्य सम्पूर्णाम् आवश्यकतां स्वीकृतवती।,अमेरिकी ओलंपिक समिति (USOC) क,hin,UNKNOWN,False
14,san,Deva,"अस्माकं क्रीडापडटूणां, गोष्ठीणां च तथैव तेषां क्रीडायाः हितं संस्थान्तर्गतेन सार्थकपरिवर्तनेन सह पुरोगमनेन एव सेव्यते इति अमरिकीओलिम्पिकसमित्याः निवेदनं वयम् अङ्गीकुर्मः।",यह वाक्य हिंदी में है और इसका अर्थ,hin,UNKNOWN,False
15,san,Deva,"अमरिकीबाहुव्यायामसङ्घटना स्वतन्त्रान्वेषणाय समर्थनं ददाति येन लैरीनासरमहोदयेन कृतलैङ्गिकशोषणात् हतशिष्टजनैः वर्णिता लैङ्गिकशोषणस्य अव्यक्ता तीव्रता या सुदीर्घकालम् अव्यक्ता भवेत्, सा प्रकाशं प्राप्नुयात् तथैव आवश्यकं यथायोग्यं परिवर्तनं च अपि स्वीकरोति।",अमेरिकी संविधान (अमेरिकन क,hin,UNKNOWN,False
16,san,Deva,अमेरिका बाहुव्यायामसङ्घटना तथा च अमेरिका ओलिम्पिकसमितिः समानमेव ध्येयं धारयतः यत् क्रीडापटूणां कृते बाहुव्यायामक्रीडां तथा च अन्याः क्रीडाः यथासुरक्षिताः करणीयाः येन ते क्रीडापटवः स्वस्वप्नपूर्तिं सुरक्षितायां आश्वासकायां समनुज्ञातायां च परिस्थितौ कर्तुं शक्नुवन्ति।,यह पाठ हिंदी में लिखा गया है और इसक,hin,UNKNOWN,False
17,san,Deva,1960 तमे सम्पूर्णे दशके ब्रेझिन्स्कीमहोदयः ज़ॉान-एफ्-केनेडीमहोदयस्य कृते तस्य मन्तुरूपेण तत्पश्चात् लिण़्डन-बी-जॉ़न्सनमहोदयस्य प्रशासने कार्यरतः आसीत्।,"1960 के दशक में, ब्रेझिन्स्क",hin,UNKNOWN,False
18,san,Deva,1976 वर्षे सम्पन्नेषु निर्वाचनेषु सः कार्टरमहोदयं विदेशनीतिवषये अन्वशासीत्। तदनन्तरं सः राष्ट्रीयसुरक्षामन्तुरूपेण (NSA) 1977 प्रभृति 1981 वर्षपर्यन्तं हेन्री-किसिंजरमहोदयस्य उत्तराधिकारीरूपेण कार्यं कृतवान्।,1976 में सम्पन्न हुए निर्वा,hin,UNKNOWN,False
19,san,Deva,"राष्ट्रीयसुरक्षामन्तुरूपेण सः कार्टरमहोदयाय 1978वर्षे कैम्पडैविडसंविद्, 1970 दशकस्य उत्तरार्धे अमरिका-चीनसम्बन्धानाम् आदर्शीकरणम्, ईरानदेशे जाता क्रान्तिः, या 1979 वर्षे ईरानबन्धकसङ्कटरूपे परिणता तथा च 1979 वर्षे सोविएतदेशस्य अफगाणिस्तानदेशेषु अधिक्रमः इति विविधासु विश्वनीतिषु सहाय्यं दत्तवान्।",राष्ट्रीय सुरक्षा के संदर,hin,UNKNOWN,False
20,san,Deva,रायनगोसलिंग-एमास्टोनमहादयाभ्याम् अभिनीतः चित्रपटः सर्वेषु प्रमुखविभागेषु नामाङ्कनं प्राप्तवान्।,रायनगोसलिंग और एमा स्टोन अभिनी,hin,UNKNOWN,False
21,san,Deva,उत्तमः अभिनेता इति गोसलिङ्ग उत्तमा अभिनेत्री इति स्टोन् च यथाक्रमं नामनिर्देशं प्राप्तवन्तौ |,आपका प्रश्न हिंदी में पूछा गया,hin,UNKNOWN,False
22,san,Deva,"अन्येषु नामाङ्कनेषु उत्तमः चित्रपटः, उत्तमः निर्देशकः, उत्कृष्टं चलचित्रणम्, उत्तमा वेषभूषा, उत्तमं चलचित्रसम्पादनम्, उत्तमं मूलसङ्गीतम्, उत्कृष्टा निर्मितिरचना, उत्तमं ध्वनिसम्पादनम्, उत्तमं ध्वनिमिश्रणम्, उत्तमा कथा च एते नामाङ्कनाः समाविष्टाः।",अन्येषु नामाङ्कनेषु (विभ,nep,UNKNOWN,False
23,san,Deva,"चित्रपटे द्वे गीते, ऑडिशन (द फूल हू ड्रिम), सिटी ऑफ स्टार्स च सर्वोत्कृष्टं गीतम् इत्यर्थं नामाङ्किते। लायनगेटचित्रकर्मगृहं 26 नामाङ्कनानि प्राप्नोत्, यानि अन्यचित्रकर्मगृहेभ्यः अधिकम् अस्ति।",चित्रपटे द्वे गीते (दो गी,mar,UNKNOWN,False
24,san,Deva,"रविवासरस्य उत्तरकाले, अमरिकादेशस्य राष्ट्राध्यक्षः डोनाल्डट्रम्पमहोदयः प्रचारमाध्यमसचिवद्वारा एकं निवेदनं कृतवान् यत् अमरिकीसैनिकगणाः सिरियादेशात् परित्यागं करिष्यन्ति।",रविवासरस्य उत्तरकाले (भविष्,mar,UNKNOWN,False
0,sat,Olck,"⁣ᱩᱱᱤ ᱞᱟᱹᱭ ᱠᱮᱜ-ᱟᱭ, ""ᱟᱞᱮ ᱴᱷᱮᱱ ᱔ ᱪᱟᱸᱫᱚ ᱨᱤᱱᱤᱡ ᱜᱩᱰᱩ ᱢᱮᱱᱟᱭᱟ ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱵᱟᱭ ᱰᱟᱭᱵᱮᱴᱤᱥᱟ ᱩᱱᱤ ᱯᱩᱭᱞᱩ ᱰᱟᱭᱵᱮᱴᱤᱥ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ᱾""","The text you've provided appears to be in a unique, possibly constructed or historical language. Without specific",eng,UNKNOWN,True
1,sat,Olck,"ᱰᱨᱹ ᱮᱦᱩᱫᱽ ᱩᱨ, ᱦᱟᱞᱤᱯᱷᱟᱠᱥ ᱨᱮᱭᱟᱜ ᱰᱟᱞᱦᱟᱣᱥᱤ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱤᱱᱤᱡ ᱢᱮᱰᱤᱥᱤᱱ ᱯᱨᱚᱯᱷᱮᱥᱟᱨ, ᱱᱚᱣᱟ ᱥᱠᱚᱴᱤᱭᱟ ᱟᱨ ᱪᱮᱭᱟᱨ ᱚᱯᱷ ᱠᱞᱤᱱᱤᱠᱟᱞ ᱟᱨ ᱠᱟᱱᱟᱰᱤᱭᱟᱱ ᱰᱟᱭᱵᱮᱴᱤᱥ ᱜᱟᱶᱛᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱬᱮᱥᱤᱭᱟᱹ ᱪᱟᱸᱜᱟ ᱠᱚ ᱥᱟᱣᱫᱷᱟᱱ ᱟᱠᱟᱫᱟ ᱡᱮ ᱠᱷᱚᱡᱽ ᱫᱚ ᱮᱛᱚᱦᱚᱵ ᱢᱟᱦᱟᱸ ᱨᱮᱜᱮ ᱢᱮᱱᱟᱜᱼᱟ᱾","The text you've provided appears to be in a unique, possibly constructed or historical language. Without specific",eng,UNKNOWN,True
2,sat,Olck,"ᱮᱴᱟᱜ ᱜᱟᱹᱠᱷᱩᱲᱟᱱ ᱦᱚᱲ ᱠᱚ ᱞᱮᱠᱟ, ᱩᱱᱤ ᱰᱟᱭᱵᱮᱴᱤᱥ ᱠᱷᱚᱱ ᱠᱚ ᱵᱮᱥᱚᱜ-ᱟ‌ ᱢᱮᱱᱛᱮ ᱦᱤᱫᱤᱡᱚᱜ ᱠᱟᱱᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱑ ᱰᱟᱭᱵᱮᱴᱤᱥ ᱞᱮᱠᱟᱱ ᱠᱩᱫ ᱦᱚᱲ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱪᱮᱫ ᱦᱚᱸ ᱡᱚᱲᱟᱣ ᱜᱮ ᱵᱟᱹᱱᱩᱜ-ᱟ᱾","The text you've provided appears to be in a unique script, possibly a dialect or a constructed language",eng,UNKNOWN,True
3,sat,Olck,"ᱚᱛᱮ ᱢᱟᱦᱟᱸ, ᱥᱟᱨᱟ ᱰᱟᱱᱤᱭᱚᱥ, ᱥᱣᱮᱫᱤᱥ ᱟᱠᱟᱫᱮᱢᱤ ᱥᱟᱶᱦᱮᱫ ᱨᱮᱭᱟᱜ ᱱᱩᱵᱮᱞ ᱠᱩᱢᱩᱴ ᱨᱤᱱᱤᱡ ᱛᱷᱟᱱᱤᱛ ᱥᱩᱛᱨᱮᱛ, ᱥᱣᱮᱨᱤᱜᱽᱥ ᱨᱤᱰᱤᱭᱚ ᱨᱮᱭᱟᱜ ᱢᱤᱫ ᱯᱨᱚᱜᱨᱟᱢᱚᱨ ᱨᱮ ᱦᱚᱲ ᱛᱟᱞᱟᱨᱮ ᱞᱟᱹᱭ ᱞᱮᱜ-ᱟᱭ ᱡᱮ ᱒᱐᱑᱖ ᱨᱮ ᱥᱟᱶᱦᱮᱫ ᱨᱤᱱᱤᱡ ᱱᱳᱵᱮᱞ ᱡᱤᱛᱠᱟᱹᱨᱤᱭᱟᱹ ᱵᱚᱵᱽ ᱰᱟᱭᱞᱟᱱ ᱴᱷᱮᱱ ᱵᱟᱝ ᱥᱮᱴᱮᱨ ᱞᱮᱱᱟ, ᱱᱚᱶᱟ ᱫᱚ ᱚᱱᱟ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱠᱩᱨᱩᱢᱩᱴᱩ᱾","The text you've provided appears to be in a form of historical or regional language, possibly a dialect",eng,UNKNOWN,True
4,sat,Olck,"ᱰᱟᱱᱤᱭᱚᱥ ᱞᱟᱹᱭ ᱠᱮᱫᱟᱭ, ""ᱱᱤᱛᱚᱜ ᱫᱚ ᱟᱞᱮ ᱪᱮᱫ ᱦᱚᱸ ᱵᱟᱞᱮ ᱪᱤᱠᱟᱹᱭᱮᱫᱟ᱾ ᱤᱧ ᱟᱡᱤᱡ ᱜᱟᱛᱮ ᱴᱷᱮᱱ ᱯᱷᱚᱱ ᱟᱨ ᱤᱢᱮᱞ ᱞᱮᱫᱟ ᱟᱨ ᱟᱡ ᱠᱷᱟᱱ ᱟᱹᱰᱤ ᱜᱟᱛᱮ ᱞᱮᱠᱟᱱ ᱛᱮᱞᱟᱧ ᱧᱟᱢ ᱨᱩᱣᱟᱹᱲ ᱞᱮᱫᱟ᱾ ᱱᱤᱛ ᱵᱷᱩᱨ, ᱚᱱᱟᱜᱮ ᱡᱟᱹᱥᱛᱤᱭᱟ᱾""","The text you've provided appears to be in a unique, possibly constructed or historical language. It seems",eng,UNKNOWN,True
5,sat,Olck,"ᱱᱟᱶᱟ ᱠᱷᱚᱱ ᱢᱟᱬᱟᱝᱨᱮ, ᱨᱤᱝ-ᱤᱡ ᱥᱤᱹᱤᱹᱳᱹ, ᱡᱟᱢᱤᱭ ᱥᱤᱢᱤᱱᱚᱯᱷ, ᱞᱟᱹᱭ ᱞᱮᱜ-ᱟᱭ ᱡᱮ ᱠᱩᱢᱯᱟᱹᱱᱤ ᱫᱚ ᱩᱱᱨᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱱᱟ ᱡᱟᱦᱟᱸᱛᱤᱥ ᱟᱡᱟᱜ ᱜᱮᱨᱮᱡᱽ ᱨᱮᱭᱟᱜ ᱥᱤᱞᱯᱤᱧ ᱜᱷᱟᱹᱱᱴᱤ ᱟᱡᱟᱜ ᱫᱚᱠᱟᱱᱨᱮ ᱵᱟᱝ ᱥᱟᱰᱮ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱫ᱾","The text you've provided appears to be in a language that uses the Old Bengali script, which is",eng,UNKNOWN,True
6,sat,Olck,"ᱩᱱᱤ ᱞᱟᱹᱭ ᱠᱮᱰ-ᱟ, ᱩᱱᱤ ᱫᱚ ᱢᱤᱫ ᱣᱟᱭᱯᱷᱟᱭ ᱫᱩᱣᱟᱹᱨ ᱜᱷᱟᱱᱴᱤ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱫ-ᱟᱭ᱾","It seems like you've written a phrase in a language that uses a unique script, possibly a variant",eng,UNKNOWN,True
7,sat,Olck,ᱥᱤᱢᱤᱱᱚᱯᱷ ᱞᱟᱹᱭ ᱟᱠᱟᱫ-ᱟᱭ ᱡᱮ ᱒᱐᱑᱓ ᱥᱟᱨᱠ ᱴᱮᱸᱠ ᱮᱯᱤᱥᱳᱰ ᱨᱮ ᱟᱡ ᱦᱮᱡ ᱞᱮᱱ ᱛᱟᱭᱚᱢ ᱟᱹᱠᱷᱨᱤᱧ ᱰᱷᱮᱨ ᱞᱮᱱᱟ ᱡᱟᱦᱟᱸᱨᱮ ᱥᱳ ᱯᱟᱱᱮᱞ ᱫᱚ ᱥᱴᱟᱴᱚᱯ ᱞᱟᱹᱜᱤᱱ ᱛᱮ ᱯᱩᱭᱥᱟᱹ ᱮᱢᱚᱜ-ᱮ ᱢᱟᱱᱟ ᱞᱮᱜ-ᱟI,"The text you've provided appears to be in a unique, possibly constructed or historical language. Without specific",eng,UNKNOWN,True
8,sat,Olck,"᱒᱐᱑᱗ ᱢᱩᱪᱟᱹᱫ ᱨᱮ, ᱥᱤᱢᱤᱱᱚᱯᱷ ᱧᱮᱱᱮᱞᱚᱢ ᱪᱟᱱᱮᱞ QVC ᱨᱮ ᱧᱮᱞ ᱞᱮᱱᱟ᱾",It seems like you've written a phrase in a language that combines elements of English with what appears to,eng,UNKNOWN,True
9,sat,Olck,"ᱨᱤᱝ ᱫᱚ ᱟᱨᱦᱚᱸ ᱦᱮᱯᱨᱟᱣ ᱥᱩᱨᱚᱠᱷᱭᱟ ᱠᱚᱢᱯᱟᱱᱤ, ᱮ.ᱰᱤ.ᱴᱤ ᱠᱚᱨᱯᱚᱨᱮᱥᱚᱱ ᱥᱟᱶ ᱢᱚᱠᱚᱨᱫᱚᱢᱟ ᱚᱝᱥᱟᱨ ᱥᱚᱞᱦᱮ ᱟᱠᱟᱫ-ᱟᱭI","The text you've provided appears to be in a unique script, possibly a historical or regional language.",eng,UNKNOWN,True
10,sat,Olck,"ᱢᱤᱫ ᱮᱠᱥᱯᱮᱨᱤᱢᱮᱱᱴᱟᱞ ᱵᱷᱮᱠᱥᱤᱱ ᱤᱵᱳᱞᱟ ᱛᱮ ᱜᱩᱡᱩᱜ-ᱮ ᱠᱚᱢ ᱞᱮᱜ-ᱟ, ᱱᱤᱛ ᱵᱷᱩᱨ ᱛᱮ, ᱪᱮᱫ  ᱨᱟᱱ ᱠᱚᱦᱚᱸ ᱱᱚᱶᱟ ᱤᱱᱯᱷᱮᱠᱥᱚᱱ ᱠᱷᱚᱱ ᱨᱩᱠᱷᱤᱭᱟᱹᱜ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱝ ᱠᱚ ᱥᱚᱫᱚᱨ ᱞᱮᱜ-ᱟ᱾","The text you've provided appears to be in a unique script, possibly a dialect or a constructed language",eng,UNKNOWN,True
11,sat,Olck,"ᱢᱤᱫ ᱟᱱᱴᱤᱵᱚᱰᱤ ᱠᱚᱠᱴᱮᱞ, ZMapp, ᱱᱚᱶᱟ ᱡᱟᱭᱜᱟ ᱞᱟᱹᱜᱤᱫ ᱱᱟᱯᱟᱭ ᱥᱟᱹᱵᱤᱛ ᱞᱮᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱯᱟᱲᱦᱟᱣ ᱫᱚᱭ ᱩᱫᱩᱜᱮᱜ-ᱟ ᱡᱮ ᱦᱚᱲ ᱜᱩᱡᱩᱜ ᱟᱠᱚᱴ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱵᱟᱭ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ᱾","The text you've provided appears to be in a unique script, possibly a variant of the Latin alphabet",eng,UNKNOWN,True
12,sat,Olck,"PALM ᱴᱨᱟᱭᱮᱞ ᱨᱮ , ZMapp ᱫᱚ ᱢᱤᱫ ᱠᱚᱵᱚᱡᱽ ᱞᱮᱠᱟᱭ ᱠᱟᱹᱢᱤ ᱠᱮᱜ-ᱟ, ᱢᱮᱱᱮᱛ ᱥᱟᱬᱮᱥᱤᱭᱟᱹ ᱠᱚ ᱱᱚᱶᱟ ᱢᱤᱫ ᱵᱮᱥᱞᱟᱭᱤᱱ ᱞᱮᱠᱟ ᱠᱚ ᱵᱮᱵᱷᱟᱨ ᱠᱮᱜ-ᱟ ᱟᱨ ᱮᱴᱟᱜ ᱯᱮᱭᱟ ᱴᱨᱤᱴᱢᱮᱸᱴ ᱥᱟᱶ ᱱᱚᱶᱟ ᱠᱚ ᱡᱚᱠᱷᱟ ᱠᱮᱜ-ᱟ᱾",It seems like you've provided a text that appears to be a mix of different languages and possibly some,eng,UNKNOWN,True
