language,fact_id,subject,relation,question,options,golden_answer,predicted_answer,is_correct
tha,/m/02pqhmr_place_of_birth_/m/0dp90,ลอรี ฟิชเชอร์,place_of_birth,ลอรี ฟิชเชอร์ เกิดใน _____,"['ฮาร์ตฟอร์ด', 'บัฟฟาโล', 'แคนเบอร์รา', 'ออสติน']",แคนเบอร์รา,แคนเบอร์รา,True
tha,/m/027ylgy_place_of_birth_/m/015cj9,เอียน เดนช์,place_of_birth,เอียน เดนช์ เกิดใน _____,"['มิลวอกี', 'สกอตแลนด์', 'เชลต์นัม', 'ยอร์กเชอร์']",เชลต์นัม,เชลต์นัม,True
tha,/m/0261mwn_place_of_birth_/m/04jpl,จอร์จ ฟิตซ์เจอร์จ,place_of_birth,จอร์จ ฟิตซ์เจอร์จ เกิดใน _____,"['ตรินิแดด', 'โคลัมบัส', 'ลอนดอน', 'โฮโนลูลู']",ลอนดอน,ลอนดอน,True
tha,/m/02rhd0b_place_of_birth_/m/01sn3,ชาร์ล เอ. บาร์โลว์,place_of_birth,ชาร์ล เอ. บาร์โลว์ เกิดใน _____,"['มาดริด', 'การากัส', 'แดลลัส', 'คลีฟแลนด์']",คลีฟแลนด์,แดลลัส,False
tha,/m/0h7lttn_place_of_birth_/m/06q1r,ไมเคิล แกลลาเกอร์,place_of_birth,ไมเคิล แกลลาเกอร์ เกิดใน _____,"['ดาร์บี', 'อัลสเตอร์', 'แทมปา', 'สกอตแลนด์']",สกอตแลนด์,แทมปา,False
tha,/m/02pjq3d_place_of_birth_/m/012wgb,จอห์น คล๊าร์ค,place_of_birth,จอห์น คล๊าร์ค เกิดใน _____,"['มิวนิก', 'เกาะไอร์แลนด์', 'แบล็กพูล', 'กรุงเทพมหานคร']",เกาะไอร์แลนด์,เกาะไอร์แลนด์,True
tha,/m/09wzbf_place_of_birth_/m/013yq,บิลลี ฮอฟฟ์แมน,place_of_birth,บิลลี ฮอฟฟ์แมน เกิดใน _____,"['ควีนส์', 'ลียง', 'ตรินิดัด', 'แอตแลนตา']",แอตแลนตา,แอตแลนตา,True
tha,/m/0g55cdp_place_of_birth_/m/04jpl,ชาร์ล เอโจโก จูเนียร์,place_of_birth,ชาร์ล เอโจโก จูเนียร์ เกิดใน _____,"['ครอยดอน', 'ริกา', 'วอเตอร์ฟอร์ด', 'ลอนดอน']",ลอนดอน,วอเตอร์ฟอร์ด,False
tha,/m/051_ynq_place_of_birth_/m/0h7h6,ลินดา แมคเลนนาน,place_of_birth,ลินดา แมคเลนนาน เกิดใน _____,"['สเตอร์ลิง', 'โทรอนโต', 'อีรี', 'ซีราคิวส์']",โทรอนโต,อีรี,False
tha,/m/03ybr_n_place_of_birth_/m/052p7,เวย์น เอิกลิง,place_of_birth,เวย์น เอิกลิง เกิดใน _____,"['กีลอง', 'มอนทรีออล', 'ออกแลนด์', 'ฮันโนเฟอร์']",มอนทรีออล,ออกแลนด์,False
tha,/m/0cp09_m_place_of_birth_/m/02m__,เดวิด สเตเนอร์,place_of_birth,เดวิด สเตเนอร์ เกิดใน _____,"['เอ็กซิเตอร์', 'กลาสโกว์', 'การ์แลนด์', 'บริสเบน']",เอ็กซิเตอร์,การ์แลนด์,False
tha,/m/04gh_0j_place_of_birth_/m/02bm8,เดส แอ็บบอท,place_of_birth,เดส แอ็บบอท เกิดใน _____,"['ดาร์วิน', 'มะนิลา', 'แฮมิลตัน', 'การาจี']",ดาร์วิน,แฮมิลตัน,False
tha,/m/02qzbzk_place_of_birth_/m/0dclg,เอดวิน อี. วากเนอร์,place_of_birth,เอดวิน อี. วากเนอร์ เกิดใน _____,"['ดับลิน', 'แวนคูเวอร์', 'ฟิลาเดลเฟีย', 'ดะนีดิน']",ฟิลาเดลเฟีย,ฟิลาเดลเฟีย,True
tha,/m/0b6j25b_place_of_birth_/m/04kf4,ซิลเวสเตอร์ โรซา โคห์เลอร์,place_of_birth,ซิลเวสเตอร์ โรซา โคห์เลอร์ เกิดใน _____,"['เวสต์มินสเตอร์', 'อินเวอร์เนสส์', 'ไลพ์ซิก', 'มอสโก']",ไลพ์ซิก,อินเวอร์เนสส์,False
tha,/m/0bmd7___place_of_birth_/m/04lh6,จูลี่ มัลเลน,place_of_birth,จูลี่ มัลเลน เกิดใน _____,"['ลิเวอร์พูล', 'แนชวิลล์', 'ไลพ์ซิก', 'พลิมัท']",ลิเวอร์พูล,แนชวิลล์,False
tha,/m/0gh7bs8_place_of_birth_/m/06y57,ฟิลิป สโมหา,place_of_birth,ฟิลิป สโมหา เกิดใน _____,"['ซิดนีย์', 'ไครสต์เชิร์ช', 'ดีล', 'ตูริน']",ซิดนีย์,ตูริน,False
tha,/m/09q5z0_place_of_birth_/m/0h7h6,โทนี มิตเชลล์,place_of_birth,โทนี มิตเชลล์ เกิดใน _____,"['ชิคาโก', 'ทาลลินน์', 'โทรอนโต', 'กลาสโกว์']",โทรอนโต,โทรอนโต,True
tha,/m/0br_r6z_place_of_birth_/m/0dclg,ทอม แมตเตอร่า,place_of_birth,ทอม แมตเตอร่า เกิดใน _____,"['ซาวานนาห์', 'ลูบลิยานา', 'ฟิลาเดลเฟีย', 'เค็นซิงตัน']",ฟิลาเดลเฟีย,ฟิลาเดลเฟีย,True
tha,/m/02qgt7x_place_of_birth_/m/01l63,ไบรอัน เออร์ไวน,place_of_birth,ไบรอัน เออร์ไวน เกิดใน _____,"['เบลฟัสต์', 'นิวพอร์ต', 'คลีฟแลนด์', 'ลิงคอล์น']",เบลฟัสต์,คลีฟแลนด์,False
tha,/m/054xnp_place_of_birth_/m/04jpl,จอห์น แบร์รี,place_of_birth,จอห์น แบร์รี เกิดใน _____,"['แมดิสัน', 'คาร์ดิฟฟ์', 'ลอนดอน', 'ทบิลิซิ']",ลอนดอน,ลอนดอน,True
tha,/m/03cn3xg_place_of_birth_/m/081m_,สตานิสลาฟ เออร์บัน,place_of_birth,สตานิสลาฟ เออร์บัน เกิดใน _____,"['ซันติอาโก', 'วอร์ซอ', 'ลิสบอน', 'ลูบลิยานา']",วอร์ซอ,วอร์ซอ,True
tha,/m/02vqwws_place_of_birth_/m/01smm,ฮาร์วี่ย์ อีเมอร์สัน ออสวอลด์,place_of_birth,ฮาร์วี่ย์ อีเมอร์สัน ออสวอลด์ เกิดใน _____,"['โคลัมเบีย', 'ฮาร์ตฟอร์ด', 'โคลัมบัส', 'ออสโล']",โคลัมบัส,ออสโล,False
tha,/m/02vy6tz_place_of_birth_/m/0h7h6,จอห์น วิลเลียม ทอมสัน,place_of_birth,จอห์น วิลเลียม ทอมสัน เกิดใน _____,"['โทรอนโต', 'ฟีนิกซ์', 'ยอร์กเชอร์', 'เลสเตอร์']",โทรอนโต,ยอร์กเชอร์,False
tha,/m/04mywsc_place_of_birth_/m/02cft,จิมมี เกร็กก์,place_of_birth,จิมมี เกร็กก์ เกิดใน _____,"['ดับลิน', 'บาเซิล', 'พรินสตัน', 'เดวอน']",ดับลิน,พรินสตัน,False
tha,/m/0bh726q_place_of_birth_/m/02cft,ไอแซก ชาร์ป,place_of_birth,ไอแซก ชาร์ป เกิดใน _____,"['เวลส์', 'เชสเตอร์', 'สปริงฟิลด์', 'ดับลิน']",ดับลิน,เชสเตอร์,False
tha,/m/0c40zq__place_of_birth_/m/013yq,อาซา จี. ยานซีย์ ซีเนียร์,place_of_birth,อาซา จี. ยานซีย์ ซีเนียร์ เกิดใน _____,"['อัมสเตอร์ดัม', 'แคนเบอร์รา', 'แอตแลนตา', 'ชิโก']",แอตแลนตา,แคนเบอร์รา,False
tha,/m/064024n_place_of_birth_/m/088cp,แฮโรลด์ สจวต,place_of_birth,แฮโรลด์ สจวต เกิดใน _____,"['จอร์จทาวน์', 'ฟูลัม', 'วิกตอเรีย', 'ยอร์ก']",ยอร์ก,ยอร์ก,True
tha,/m/03ql31b_place_of_birth_/m/052p7,เจอรี่ย์ มาร์คแมน,place_of_birth,เจอรี่ย์ มาร์คแมน เกิดใน _____,"['โตเกียว', 'เวโรนา', 'แซคราเมนโต', 'มอนทรีออล']",มอนทรีออล,เวโรนา,False
tha,/m/0465jg5_place_of_birth_/m/0chgzm,แอมเบอร์ พาร์กินสัน,place_of_birth,แอมเบอร์ พาร์กินสัน เกิดใน _____,"['โอ๊กแลนด์', 'เมลเบิร์น', 'โฮบาร์ต', 'ลิเวอร์พูล']",เมลเบิร์น,โฮบาร์ต,False
tha,/m/04lf454_place_of_birth_/m/0h924,จอร์จ อาร์นาลด์,place_of_birth,จอร์จ อาร์นาลด์ เกิดใน _____,"['เวลลิงตัน', 'รัฐควีนส์แลนด์', 'การากัส', 'บาร์กเชอร์']",บาร์กเชอร์,รัฐควีนส์แลนด์,False
tha,/m/0322sx_place_of_birth_/m/0xszy,วิลเลียม เอ็ม. เครน,place_of_birth,วิลเลียม เอ็ม. เครน เกิดใน _____,"['การากัส', 'กลอสเตอร์', 'เอลิซาเบท', 'บัฟฟาโล']",เอลิซาเบท,เอลิซาเบท,True
tha,/m/0bwjf6j_place_of_birth_/m/06y57,มารี ฟิชเชอร์,place_of_birth,มารี ฟิชเชอร์ เกิดใน _____,"['โฮบาร์ต', 'ควีนส์', 'สวอนซี', 'ซิดนีย์']",ซิดนีย์,สวอนซี,False
tha,/m/0g9ypbq_place_of_birth_/m/095w_,มิฮาลี โควัคส์,place_of_birth,มิฮาลี โควัคส์ เกิดใน _____,"['แบรนดอน', 'ออตตาวา', 'บูดาเปสต์', 'เพมโบรก']",บูดาเปสต์,ออตตาวา,False
tha,/m/05zhj9n_place_of_birth_/m/0dlqv,ซิเมนา อาร์มาส,place_of_birth,ซิเมนา อาร์มาส เกิดใน _____,"['กัลเวย์', 'จาการ์ตา', 'แฮมิลตัน', 'ซันติอาโก']",ซันติอาโก,จาการ์ตา,False
tha,/m/0dvdwd_place_of_birth_/m/04jpl,จอห์น เดวิด เฮนเนสซีย์,place_of_birth,จอห์น เดวิด เฮนเนสซีย์ เกิดใน _____,"['โบลเดอร์', 'เลสเตอร์', 'ลอนดอน', 'แอตแลนตา']",ลอนดอน,ลอนดอน,True
tha,/m/04ct0yp_place_of_birth_/m/0chgzm,ไมเคิล เบิร์ต,place_of_birth,ไมเคิล เบิร์ต เกิดใน _____,"['แดลลัส', 'ควีนส์', 'โฮบาร์ต', 'เมลเบิร์น']",เมลเบิร์น,โฮบาร์ต,False
tha,/m/03mdr0b_place_of_birth_/m/0c1d0,แฮร์รี ฟิลบริค,place_of_birth,แฮร์รี ฟิลบริค เกิดใน _____,"['เนเปิลส์', 'พรอวิเดนซ์', 'เจอร์ซีย์', 'เลสเตอร์']",พรอวิเดนซ์,เจอร์ซีย์,False
tha,/m/05q6vt8_place_of_birth_/m/012wyq,จูเลีย เคนเดลล์,place_of_birth,จูเลีย เคนเดลล์ เกิดใน _____,"['แซคราเมนโต', 'มิดเดิลเซ็กส์', 'ชาร์ลสตัน', 'ลอนดอน']",มิดเดิลเซ็กส์,ชาร์ลสตัน,False
tha,/m/047lmf3_place_of_birth_/m/02yc5b,ไฮราม ฮันเตอร์,place_of_birth,ไฮราม ฮันเตอร์ เกิดใน _____,"['บาร์กเชอร์', 'มอสโก', 'กว่างโจว', 'ไครสต์เชิร์ช']",ไครสต์เชิร์ช,กว่างโจว,False
tha,/m/0h3rj18_place_of_birth_/m/01cx_,เฮนรี เจมส์,place_of_birth,เฮนรี เจมส์ เกิดใน _____,"['บอสตัน', 'พลิมัท', 'โซเฟีย', 'คาร์ดิฟฟ์']",บอสตัน,โซเฟีย,False
tha,/m/02pxdvl_place_of_birth_/m/01_d4,รอน เวสตรัม,place_of_birth,รอน เวสตรัม เกิดใน _____,"['บัฟฟาโล', 'ชิคาโก', 'มินนีแอโพลิส', 'โคลัมบัส']",ชิคาโก,มินนีแอโพลิส,False
tha,/m/02rmmx1_place_of_birth_/m/010t4v,จอห์น เอ็ม. คอฟฟี่,place_of_birth,จอห์น เอ็ม. คอฟฟี่ เกิดใน _____,"['ฟิลาเดลเฟีย', 'ลูตัน', 'อัมสเตอร์ดัม', 'ทาโคมา']",ทาโคมา,อัมสเตอร์ดัม,False
tha,/m/0288m9f_place_of_birth_/m/013h9,วิลเลียม เทย์เลอร์,place_of_birth,วิลเลียม เทย์เลอร์ เกิดใน _____,"['โบฮีเมีย', 'เฮลซิงกิ', 'อเล็กซานเดรีย', 'ปักกิ่ง']",อเล็กซานเดรีย,อเล็กซานเดรีย,True
tha,/m/02ps6vv_place_of_birth_/m/03_xj,อลาสแตร์ เลย์เซลล์,place_of_birth,อลาสแตร์ เลย์เซลล์ เกิดใน _____,"['เจอร์ซีย์', 'ทัลซา', 'เพมโบรก', 'เชชเชอร์']",เจอร์ซีย์,เพมโบรก,False
tha,/m/0b0nl6_place_of_birth_/m/0k33p,ชีนาจ์ พิว,place_of_birth,ชีนาจ์ พิว เกิดใน _____,"['โชว์สเบอรี่', 'ลีดส์', 'เลสเตอร์', 'เบอร์มิงแฮม']",เบอร์มิงแฮม,เลสเตอร์,False
tha,/m/0807njd_place_of_birth_/m/04jpl,โจนาธาน วิลกิ้นส์,place_of_birth,โจนาธาน วิลกิ้นส์ เกิดใน _____,"['ทาลลินน์', 'กัลเวย์', 'ลอนดอน', 'ทูซอน']",ลอนดอน,ลอนดอน,True
tha,/m/03yfrzg_place_of_birth_/m/0pmq2,บรูซ คาร์ไมเคิล,place_of_birth,บรูซ คาร์ไมเคิล เกิดใน _____,"['วอเตอร์ฟอร์ด', 'โดเวอร์', 'วินนิเพก', 'ท็อตแนม']",วินนิเพก,วินนิเพก,True
tha,/m/0h7nk0q_place_of_birth_/m/0jgvy,แฟรงก์ เบค,place_of_birth,แฟรงก์ เบค เกิดใน _____,"['เกาะไอร์แลนด์', 'ตรินิดัด', 'รัฐจอร์เจีย', 'ซอลส์บรี']",ซอลส์บรี,รัฐจอร์เจีย,False
tha,/m/02bh12_place_of_birth_/m/01n4nd,โรเบิร์ต ฟุลฟอร์ด,place_of_birth,โรเบิร์ต ฟุลฟอร์ด เกิดใน _____,"['ดาร์วิน', 'โคลเชสเตอร์', 'ยอร์กเชอร์', 'วิลมิงตัน']",โคลเชสเตอร์,ยอร์กเชอร์,False
tha,/m/02x5zps_place_of_birth_/m/01fqm,ซาอาด ซัลมาน,place_of_birth,ซาอาด ซัลมาน เกิดใน _____,"['เพมโบรก', 'รัฐควีนส์แลนด์', 'แบกแดด', 'มิวนิก']",แบกแดด,รัฐควีนส์แลนด์,False
tha,/m/05h41_k_place_of_birth_/m/05qtj,ยาน บูลล์,place_of_birth,ยาน บูลล์ เกิดใน _____,"['ปารีส', 'ดาร์วิน', 'กาซาบลังกา', 'โฮโนลูลู']",ปารีส,กาซาบลังกา,False
tha,/m/026p83z_place_of_birth_/m/0dyl9,เทอร์รี ซาห์น,place_of_birth,เทอร์รี ซาห์น เกิดใน _____,"['แวนคูเวอร์', 'สกอตแลนด์', 'ไนโรบี', 'มิลวอกี']",มิลวอกี,ไนโรบี,False
tha,/m/02z6d0f_place_of_birth_/m/012d9h,เมอร์ด็อค แม็กโดนัลด์,place_of_birth,เมอร์ด็อค แม็กโดนัลด์ เกิดใน _____,"['บักกิงแฮมเชอร์', 'เทรนตัน', 'แทมปา', 'อินเวอร์เนสส์']",อินเวอร์เนสส์,แทมปา,False
tha,/m/09ctzh_place_of_birth_/m/0d0x8,วินฟิลด์ ไมเออรส์,place_of_birth,วินฟิลด์ ไมเออรส์ เกิดใน _____,"['กัลเวย์', 'นอร์ฟอล์ก', 'แบล็กพูล', 'รัฐจอร์เจีย']",รัฐจอร์เจีย,นอร์ฟอล์ก,False
tha,/m/0dqm9v_place_of_birth_/m/02dtg,ดาเนียล สตีเวน ครฟส์,place_of_birth,ดาเนียล สตีเวน ครฟส์ เกิดใน _____,"['ดีทรอยต์', 'ลิมา', 'สวอนซี', 'เยรูซาเลม']",ดีทรอยต์,ลิมา,False
tha,/m/0hr8dx2_place_of_birth_/m/068p2,รีเบก้า โมอดรัค,place_of_birth,รีเบก้า โมอดรัค เกิดใน _____,"['ปักกิ่ง', 'บังคาลอร์', 'พิตต์สเบิร์ก', 'ดีล']",พิตต์สเบิร์ก,พิตต์สเบิร์ก,True
tha,/m/03d16vl_place_of_birth_/m/0cr3d,ลูซิลล์ วาลเลนรอด,place_of_birth,ลูซิลล์ วาลเลนรอด เกิดใน _____,"['สวอนซี', 'จาการ์ตา', 'ปราก', 'บรุกลิน']",บรุกลิน,ปราก,False
tha,/m/0gfcp4_place_of_birth_/m/04jpl,วอลลี่ สต็อคเกอร์,place_of_birth,วอลลี่ สต็อคเกอร์ เกิดใน _____,"['ลูตัน', 'ซัสเซกซ์', 'โซเฟีย', 'ลอนดอน']",ลอนดอน,โซเฟีย,False
tha,/m/03bzqkk_place_of_birth_/m/0c_m3,คริสตี้ คัวรส์ บีสลีย์,place_of_birth,คริสตี้ คัวรส์ บีสลีย์ เกิดใน _____,"['เยรูซาเลม', 'ออกแลนด์', 'เมมฟิส', 'ตูริน']",เมมฟิส,ออกแลนด์,False
tha,/m/03g_8cj_place_of_birth_/m/0hyxv,โจนาธาน เชียเรอร์,place_of_birth,โจนาธาน เชียเรอร์ เกิดใน _____,"['นอร์ฟอล์ก', 'ชาร์ลอตต์', 'แบล็กพูล', 'กลาสโกว์']",กลาสโกว์,แบล็กพูล,False
tha,/m/0gj8kxv_place_of_birth_/m/0lphb,ชาร์ล ที. คลอตเฟลเตอร์,place_of_birth,ชาร์ล ที. คลอตเฟลเตอร์ เกิดใน _____,"['เบอร์มิงแฮม', 'ยอร์กเชอร์', 'ทรอย', 'ฮ็อลชไตน์']",เบอร์มิงแฮม,ยอร์กเชอร์,False
tha,/m/09d6gt_place_of_birth_/m/04jpl,สแตน โรเซนธัล,place_of_birth,สแตน โรเซนธัล เกิดใน _____,"['ลอนดอน', 'ลีดส์', 'เวลลิงตัน', 'กลาสโกว์']",ลอนดอน,กลาสโกว์,False
tha,/m/0g5rf06_place_of_birth_/m/022_6,เจนนิเฟอร์ เนสส์,place_of_birth,เจนนิเฟอร์ เนสส์ เกิดใน _____,"['มิดเดิลเซ็กส์', 'วูดสโตค', 'เดย์ตัน', 'เชชเชอร์']",เชชเชอร์,เดย์ตัน,False
tha,/m/05zj019_place_of_birth_/m/01cx_,เดวิด บาร์สโตว,place_of_birth,เดวิด บาร์สโตว เกิดใน _____,"['ซัสเซกซ์', 'ฮัมบูร์ก', 'บอสตัน', 'แอดิเลด']",บอสตัน,ฮัมบูร์ก,False
tha,/m/02rlpx0_place_of_birth_/m/095w_,กยอกี้ โบรดี,place_of_birth,กยอกี้ โบรดี เกิดใน _____,"['บูดาเปสต์', 'แมดิสัน', 'แมคอน', 'แอดิเลด']",บูดาเปสต์,แมดิสัน,False
tha,/m/06q3zg_place_of_birth_/m/0dclg,เฮนรี เทย์เลอร์,place_of_birth,เฮนรี เทย์เลอร์ เกิดใน _____,"['ปาเลสไตน์', 'จอร์จทาวน์', 'ฟิลาเดลเฟีย', 'เวโรนา']",ฟิลาเดลเฟีย,จอร์จทาวน์,False
tha,/m/09g77ms_place_of_birth_/m/02frhbc,สตีฟ ซันด์โฮล์ม,place_of_birth,สตีฟ ซันด์โฮล์ม เกิดใน _____,"['รัฐควีนส์แลนด์', 'มิลวอกี', 'พอร์ตแลนด์', 'แฮมิลตัน']",พอร์ตแลนด์,พอร์ตแลนด์,True
tha,/m/0h9686k_place_of_birth_/m/02dtg,อีธาน ชไรเบอร์,place_of_birth,อีธาน ชไรเบอร์ เกิดใน _____,"['ดีทรอยต์', 'ปราก', 'เพิร์ท', 'โตเลโด']",ดีทรอยต์,เพิร์ท,False
tha,/m/02q_jzg_place_of_birth_/m/0g0rp,จอห์น ฮีธ,place_of_birth,จอห์น ฮีธ เกิดใน _____,"['วุร์สเตอร์', 'โฮโนลูลู', 'แพซาดีนา', 'บริสเบน']",วุร์สเตอร์,แพซาดีนา,False
tha,/m/056bz6m_place_of_birth_/m/04jpl,แฮร์รี ซวี เทเบอร์,place_of_birth,แฮร์รี ซวี เทเบอร์ เกิดใน _____,"['บริสเบน', 'เบิร์กลีย์', 'ลอนดอน', 'ทูซอน']",ลอนดอน,ลอนดอน,True
tha,/m/07x98z_place_of_birth_/m/0ftjx,มิเรลา อีวาโนวา,place_of_birth,มิเรลา อีวาโนวา เกิดใน _____,"['เกาะบอร์เนียว', 'โชว์สเบอรี่', 'วอเตอร์ฟอร์ด', 'โซเฟีย']",โซเฟีย,โซเฟีย,True
tha,/m/04y7wmt_place_of_birth_/m/071cn,จอห์น มอนทาก,place_of_birth,จอห์น มอนทาก เกิดใน _____,"['ซีราคิวส์', 'คอร์ก', 'เวสต์มินสเตอร์', 'แคนเทอร์เบอรี']",ซีราคิวส์,เวสต์มินสเตอร์,False
tha,/m/02qstmp_place_of_birth_/m/0cr3d,โจ ตอร์เรส,place_of_birth,โจ ตอร์เรส เกิดใน _____,"['มะนิลา', 'บรุกลิน', 'ลิงคอล์น', 'ลอนดอน']",บรุกลิน,ลิงคอล์น,False
tha,/m/0bvhsd_place_of_birth_/m/0cvw9,สาราดินดู มูเคอร์จี,place_of_birth,สาราดินดู มูเคอร์จี เกิดใน _____,"['เมลเบิร์น', 'โกลกาตา', 'โดเวอร์', 'มะนิลา']",โกลกาตา,โกลกาตา,True
tha,/m/05p58h1_place_of_birth_/m/0q34g,เจนนิเฟอร์ มอยล์,place_of_birth,เจนนิเฟอร์ มอยล์ เกิดใน _____,"['นอริช', 'ลอนดอน', 'เจอร์ซีย์', 'แบรนดอน']",นอริช,เจอร์ซีย์,False
tha,/m/0cmf30s_place_of_birth_/m/061k5,วินเชนโซ เร,place_of_birth,วินเชนโซ เร เกิดใน _____,"['แฮมิลตัน', 'ปาร์มา', 'โอ๊กแลนด์', 'สปริงฟิลด์']",ปาร์มา,โอ๊กแลนด์,False
tha,/m/0glsj46_place_of_birth_/m/01l63,แฮมิลตัน สโลน,place_of_birth,แฮมิลตัน สโลน เกิดใน _____,"['เบอร์ลิงตัน', 'เรดิง', 'เบลฟัสต์', 'เชลต์นัม']",เบลฟัสต์,เชลต์นัม,False
tha,/m/02pbcqq_place_of_birth_/m/06y57,แบรด ฮิลด์,place_of_birth,แบรด ฮิลด์ เกิดใน _____,"['โซเฟีย', 'พอร์ตสมัท', 'วิกตอเรีย', 'ซิดนีย์']",ซิดนีย์,พอร์ตสมัท,False
tha,/m/070dz6_place_of_birth_/m/01q1j,ไบรอน ฟุลเชอร์,place_of_birth,ไบรอน ฟุลเชอร์ เกิดใน _____,"['กาซาบลังกา', 'คอร์นวอลล์', 'แฟรงก์เฟิร์ต', 'ลิสบอน']",คอร์นวอลล์,แฟรงก์เฟิร์ต,False
tha,/m/05c473r_place_of_birth_/m/01_d4,โรเบิร์ต อี. เมอร์เรียม,place_of_birth,โรเบิร์ต อี. เมอร์เรียม เกิดใน _____,"['ตูริน', 'มิลวอกี', 'ปารีส', 'ชิคาโก']",ชิคาโก,ตูริน,False
tha,/m/02rhf_l_place_of_birth_/m/0xhj2,ยูจีน แอลเลียต รีด,place_of_birth,ยูจีน แอลเลียต รีด เกิดใน _____,"['ปักกิ่ง', 'แมนเชสเตอร์', 'บาธ', 'พิตต์สเบิร์ก']",แมนเชสเตอร์,แมนเชสเตอร์,True
tha,/m/0c3wl6c_place_of_birth_/m/02hgz,สตีเฟน แมคโกเนาเกิล,place_of_birth,สตีเฟน แมคโกเนาเกิล เกิดใน _____,"['บริสเบน', 'ลอนดอนเดอร์รี่', 'ออลบานี', 'โคเปนเฮเกน']",ลอนดอนเดอร์รี่,ออลบานี,False
tha,/m/03qf69z_place_of_birth_/m/01l63,เคิร์ก ฮันเตอร์,place_of_birth,เคิร์ก ฮันเตอร์ เกิดใน _____,"['ออสติน', 'เดอรัม', 'ฟีนิกซ์', 'เบลฟัสต์']",เบลฟัสต์,ออสติน,False
tha,/m/01t8fh_place_of_birth_/m/05qtj,พอล ลาครอกซ์,place_of_birth,พอล ลาครอกซ์ เกิดใน _____,"['ปารีส', 'เมลเบิร์น', 'ดะนีดิน', 'รัฐวิกตอเรีย']",ปารีส,รัฐวิกตอเรีย,False
tha,/m/0bbxtnd_place_of_birth_/m/04jpl,คลิฟฟ์ โจนส์,place_of_birth,คลิฟฟ์ โจนส์ เกิดใน _____,"['ลอนดอน', 'มิดเดิลเซ็กส์', 'บาร์เซโลนา', 'ลีดส์']",ลอนดอน,บาร์เซโลนา,False
tha,/m/04n3mfk_place_of_birth_/m/022b_,ดาเนียล ดายาน,place_of_birth,ดาเนียล ดายาน เกิดใน _____,"['มอนทรีออล', 'อ๊อกซฟอร์ด', 'อินเดียแนโพลิส', 'กาซาบลังกา']",กาซาบลังกา,อินเดียแนโพลิส,False
tha,/m/0glx_x_place_of_birth_/m/013h9,จอห์น คาร์ลิล เฮอร์เบิร์ต,place_of_birth,จอห์น คาร์ลิล เฮอร์เบิร์ต เกิดใน _____,"['มินนีแอโพลิส', 'มิลาน', 'อเล็กซานเดรีย', 'กรุงเทพมหานคร']",อเล็กซานเดรีย,มิลาน,False
tha,/m/0275fkf_place_of_birth_/m/0ftxw,จอห์น โบลิง,place_of_birth,จอห์น โบลิง เกิดใน _____,"['อินเดียแนโพลิส', 'ลูตัน', 'แอดิเลด', 'ลาฮอร์']",อินเดียแนโพลิส,ลูตัน,False
tha,/m/0h7lxsd_place_of_birth_/m/0mgp,ปีเตอร์ กริฟเฟน,place_of_birth,ปีเตอร์ กริฟเฟน เกิดใน _____,"['ตูริน', 'มอนเตวิเดโอ', 'โฮโนลูลู', 'แอดิเลด']",แอดิเลด,มอนเตวิเดโอ,False
tha,/m/0ch12rb_place_of_birth_/m/0ftxw,ไมค์ เดลพ,place_of_birth,ไมค์ เดลพ เกิดใน _____,"['คอร์นวอลล์', 'อินเดียแนโพลิส', 'มิลวอกี', 'ลอนดอน']",อินเดียแนโพลิส,อินเดียแนโพลิส,True
tha,/m/02xn9n_place_of_birth_/m/052bw,ไบรอัน คาลลิสัน,place_of_birth,ไบรอัน คาลลิสัน เกิดใน _____,"['ชิชิสเตอร์', 'แมนเชสเตอร์', 'แอเบอร์ดีน', 'ท็อตแนม']",แมนเชสเตอร์,แอเบอร์ดีน,False
tha,/m/0bh7xkd_place_of_birth_/m/04jpl,นิค กรอสโซ,place_of_birth,นิค กรอสโซ เกิดใน _____,"['ลูตัน', 'ลอนดอน', 'ครอยดอน', 'แทมปา']",ลอนดอน,แทมปา,False
tha,/m/0hr9m2j_place_of_birth_/m/06q1r,จอร์จ ซัทเธอร์แลนด์,place_of_birth,จอร์จ ซัทเธอร์แลนด์ เกิดใน _____,"['จอร์จทาวน์', 'สกอตแลนด์', 'ดันดี', 'กลอสเตอร์']",สกอตแลนด์,สกอตแลนด์,True
tha,/m/04cyh6n_place_of_birth_/m/0hyxv,คริส เคน,place_of_birth,คริส เคน เกิดใน _____,"['ลีดส์', 'มาดริด', 'โคลัมเบีย', 'กลาสโกว์']",กลาสโกว์,โคลัมเบีย,False
tha,/m/05b6dx3_place_of_birth_/m/052p7,ฟร็องซัว เดสจาร์ดินส์,place_of_birth,ฟร็องซัว เดสจาร์ดินส์ เกิดใน _____,"['ชิชิสเตอร์', 'แวนคูเวอร์', 'มิลาน', 'มอนทรีออล']",มอนทรีออล,มิลาน,False
tha,/m/09cnhs_place_of_birth_/m/0cr3d,อัลเบิร์ต วาร์เรน เฟอร์ริส,place_of_birth,อัลเบิร์ต วาร์เรน เฟอร์ริส เกิดใน _____,"['ไคโร', 'ลากอส', 'แฟรงก์เฟิร์ต', 'บรุกลิน']",บรุกลิน,แฟรงก์เฟิร์ต,False
